# Data picked from file: ../../../mag.png
4.598508472451180218e+00,7.175328873655113515e-01
4.650684621648712991e+00,1.744038599774282217e+00
4.685468721113736024e+00,3.191717102018924557e+00
4.695407035246599747e+00,3.897203156787254485e+00
4.720252820578758168e+00,8.219479854248566753e+00
4.747583184444133408e+00,1.761094351458381269e+01
4.777398126842723691e+00,4.191481690736569021e+01
4.797274755108451139e+00,7.278008209671810391e+01
4.839512590173121076e+00,1.448765740630795733e+02
4.869327532571711359e+00,2.450368890751425397e+02
4.904111632036734392e+00,4.122706706141062227e+02
4.938895731501756536e+00,6.179055310372224312e+02
4.963741516833914957e+00,8.206690707752502476e+02
4.996041037765721171e+00,1.179367199176060922e+03
4.996041037765721171e+00,1.204421160450658590e+03
5.050701765496471651e+00,1.668334092157706436e+03
5.060640079629334487e+00,1.786295704853404459e+03
5.097908757627573451e+00,2.204178059098788253e+03
5.197291898956208911e+00,2.607842338439831110e+03
5.301644197351275345e+00,2.635396700643631448e+03
5.391089024547047970e+00,2.286772738544586446e+03
5.460657223477092259e+00,2.026419456249880341e+03
5.507864215608194058e+00,1.853231549953909735e+03
5.587370728671102960e+00,1.533789273474409129e+03
5.704145919732249936e+00,1.204421160450658590e+03
5.796075325461236716e+00,1.050600778648557252e+03
5.890489309723441202e+00,8.035977905672780253e+02
5.977449558385997008e+00,6.650813123651377055e+02
6.210999940508290074e+00,4.015787971876696929e+02
6.320321395969789258e+00,3.394189751094752410e+02
6.394858751966265409e+00,2.991989913607677636e+02
6.486788157695253076e+00,2.205894864516490372e+02
6.538964306892786738e+00,1.884147154770070927e+02
6.630893712621775293e+00,1.448765740630795733e+02
6.700461911551819583e+00,1.186504835688977124e+02
6.852021202077988704e+00,9.819865142866393626e+01
6.896743615675874572e+00,9.317130819696519950e+01
7.030910856469532177e+00,6.833206492061657400e+01
7.095509898333145493e+00,5.991922936660694177e+01
7.227192560593587167e+00,3.256983723067085634e+01
7.296760759523632345e+00,2.242693598003996414e+01
7.393659322319051874e+00,2.611906349000560823e+01
7.500496199247335127e+00,2.530833665757895545e+01
7.597394762042754657e+00,1.552410714449722740e+01
7.696777903371389229e+00,2.105629454116411736e+01
7.788707309100377785e+00,1.175013837587292365e+01
7.910451657227955735e+00,6.556982358992424764e+00
7.967596963491921258e+00,4.758627397041307994e+00
7.997411905890512429e+00,4.064542882333390672e+00
8.039649740955182367e+00,2.292120313533597908e+00
8.074433840420205399e+00,1.398614754931235993e+00
8.096795047219146113e+00,1.042047356355201071e+00
8.196178188547783350e+00,2.996652572245918744e+00
8.295561329876418810e+00,2.041860573905177390e+00
8.377552421472543642e+00,8.624292294558231209e-01
8.394944471205054271e+00,7.175328873655113515e-01
