# Data picked from file: ../../../mag.png
4.103672685608757753e+00,7.153496423814504901e-01
4.200400195995761088e+00,9.912980415500791675e-01
4.299741963420251167e+00,7.153496423814504901e-01
4.401697987882227103e+00,7.114049926073098273e-01
4.453983128631959332e+00,2.946395297432128135e+00
4.501039755306717183e+00,9.002954504957221715e+00
4.545482124943989177e+00,2.156825698029210159e+01
4.589924494581261172e+00,5.371000995628407537e+01
4.642209635330992512e+00,1.352378717702680433e+02
4.686652004968264507e+00,2.759853997402081518e+02
4.694494776080724741e+00,3.462149277802603820e+02
4.799065057580187421e+00,9.576650330449459716e+02
4.898406825004677501e+00,1.779002932921313914e+03
4.997748592429167580e+00,1.965182399701739314e+03
5.107547388003603750e+00,1.664788994440811393e+03
5.225188954690500154e+00,1.290898915486002579e+03
5.295773894702637818e+00,1.052054834982961438e+03
5.395115662127127010e+00,8.340214859137194026e+02
5.499685943626589690e+00,5.886884737068799041e+02
5.596413454013593913e+00,5.014681082495454802e+02
5.706212249588030083e+00,4.019620867963926116e+02
5.797711245900060817e+00,3.204242749328253694e+02
5.894438756287064152e+00,2.806018141277605764e+02
5.999009037786526832e+00,1.905410606728230505e+02
6.098350805211017800e+00,1.518899001087801253e+02
6.192464058560533502e+00,1.315500596643881863e+02
6.297034340059997071e+00,9.388630652081384653e+01
6.393761850447000405e+00,7.736620715436791329e+01
6.498332131946463974e+00,5.460841857844738456e+01
6.595059642333467309e+00,5.167078306480122052e+01
6.691787152720470644e+00,4.096225960572567715e+01
6.798971691257420069e+00,2.812450716844531584e+01
6.895699201644423404e+00,2.241946470403545177e+01
6.997655226106399340e+00,1.325827282413681374e+01
7.096996993530890308e+00,1.505637530265211410e+01
7.198953017992866243e+00,1.123164276571305464e+01
7.298294785417356323e+00,1.206874761661213746e+01
7.395022295804359658e+00,1.104686164652940583e+01
7.499592577303823226e+00,4.151272700355822742e+00
7.596320087690825673e+00,6.046168525822987583e+00
7.695661855115316641e+00,5.065632355363150374e+00
7.797617879577293465e+00,5.037698958402273774e+00
7.896959647001783544e+00,3.079659189478924031e+00
7.996301414426273624e+00,4.015804199199381586e+00
8.048586555176004964e+00,1.630554267251193457e+00
8.095643181850762815e+00,7.114049926073098273e-01
8.194984949275252006e+00,1.007879507619198645e+00
8.294326716699742974e+00,7.233046809471294081e-01
8.396282741161719798e+00,1.002321761537358746e+00
8.495624508586210766e+00,7.193161647345057697e-01
8.594966276010699957e+00,1.013468070692843392e+00
8.699536557510164414e+00,1.013468070692843392e+00
8.793649810859680116e+00,7.153496423814504901e-01
9.193631137595126290e+00,7.153496423814504901e-01
9.292972905019617258e+00,1.013468070692843392e+00
9.392314672444106449e+00,7.153496423814504901e-01
