# Data picked from file: ../../../cum_mag.png
1.976033447216274226e+03,1.855368038999527514e-02
1.976308634496506784e+03,2.227474901291559561e-02
1.976644974505679556e+03,3.529848919313716138e-02
1.976797856328031003e+03,4.088009212751764210e-02
1.977027179061557945e+03,4.832222937335872714e-02
1.977271789977319941e+03,5.390383230773920786e-02
1.977455248164141722e+03,5.390383230773920786e-02
1.977531689075317217e+03,7.623024404526157483e-02
1.977990334542371329e+03,1.097198616515453473e-01
1.978204369093662990e+03,1.227436018317664690e-01
1.978387827280484771e+03,1.246041361432266292e-01
1.978433691827190160e+03,1.301857390776075540e-01
1.978846472747538655e+03,1.357673420119880348e-01
1.978907625476479097e+03,1.469305478807494403e-01
1.979091083663300651e+03,1.487910821922096005e-01
1.979182812756711655e+03,1.543726851265900812e-01
1.979243965485652097e+03,1.543726851265900812e-01
1.979381559125768263e+03,1.562332194380502415e-01
1.979824916410587093e+03,1.599542880609710060e-01
1.980008374597408647e+03,1.804201654870327687e-01
1.980207120966465482e+03,1.897228370443335699e-01
1.980482308246697812e+03,1.934439056672543344e-01
1.980543460975638254e+03,2.008860429130949754e-01
1.980772783709165424e+03,2.046071115360157400e-01
1.980849224620340920e+03,2.083281801589360605e-01
1.981032682807162473e+03,2.101887144703962207e-01
1.981323158269630085e+03,2.139097830933165412e-01
1.981369022816335473e+03,2.157703174047771455e-01
1.981476040091981304e+03,2.176308517162368616e-01
1.981521904638686692e+03,2.213519203391576262e-01
1.981628921914332750e+03,2.232124546506173424e-01
1.981659498278803085e+03,2.250729889620779467e-01
1.981766515554448915e+03,2.250729889620779467e-01
1.981781803736683969e+03,2.250729889620779467e-01
1.982011126470210911e+03,2.306545918964584274e-01
1.982423907390559634e+03,2.343756605193787479e-01
1.982485060119500076e+03,2.380967291422995125e-01
1.982913129222083853e+03,2.418177977652198329e-01
1.983020146497729684e+03,2.436783320766799932e-01
1.983142451955610795e+03,2.455388663881397093e-01
1.983218892866786518e+03,2.529810036339807944e-01
1.983325910142432349e+03,2.529810036339807944e-01
1.983371774689137737e+03,2.585626065683612751e-01
1.983708114698310737e+03,2.622836751912815956e-01
1.983769267427251179e+03,2.660047438142023601e-01
1.983860996520661956e+03,2.678652781256625204e-01
1.983983301978543068e+03,2.771679496829637657e-01
1.984090319254188898e+03,2.771679496829637657e-01
1.984166760165364622e+03,2.827495526173442464e-01
1.984808863819240287e+03,2.901916898631848873e-01
1.984870016548180729e+03,2.939127584861056519e-01
1.985129915646178006e+03,2.957732927975653681e-01
1.985191068375118448e+03,3.087970329777869338e-01
1.985741442935583336e+03,3.180997045350881791e-01
1.985741442935583336e+03,3.255418417809288201e-01
1.986307105678283278e+03,3.367050476496902256e-01
1.986352970224988667e+03,3.460077192069914709e-01
1.986582292958515609e+03,3.497287878299117914e-01
1.986628157505220997e+03,3.534498564528325559e-01
1.986765751145337163e+03,3.553103907642922721e-01
1.986842192056512886e+03,3.608919936986727528e-01
1.987056226607804774e+03,3.627525280101333571e-01
1.987163243883450605e+03,3.683341309445138378e-01
1.987606601168269435e+03,3.757762681903549229e-01
1.987835923901796377e+03,3.813578711247354036e-01
1.987897076630737047e+03,3.888000083705760446e-01
1.988111111182028708e+03,3.925210769934968091e-01
1.988156975728734096e+03,3.981026799278772899e-01
1.988523892102377431e+03,4.018237485507976103e-01
1.988600333013552927e+03,4.074053514851780911e-01
1.989380030307544757e+03,4.111264201080984115e-01
1.989425894854250146e+03,4.260106945997801375e-01
1.990113863054831199e+03,4.371739004685415431e-01
1.990557220339650030e+03,4.576397778946037498e-01
1.990970001259998526e+03,4.632213808289842305e-01
1.991031153988938968e+03,4.650819151404443907e-01
1.991245188540230856e+03,4.669424494519045510e-01
1.991291053086936245e+03,4.706635180748253156e-01
1.991428646727052410e+03,4.725240523862850317e-01
1.991474511273757798e+03,4.762451210092057963e-01
